#{"t_start": 1744811708.0384393, "env_id": "footsteps-planning-any-obstacle-multigoal-v0"}
r,l,t
-9.318731,10,2402.106052
-53.360016,46,2402.320192
-37.343217,33,2402.802254
-45.111396,38,2403.090001
-52.310635,44,2403.395164
-58.870736,48,2403.817978
-11.812116,12,2404.312026
-46.646425,40,2404.501735
-39.291913,35,2404.980594
-27.8852,25,2405.35841
-41.101928,35,2405.664286
-16.315596,16,2406.021321
-67.360823,54,2406.280266
-26.171594,24,2406.846919
-33.798225,30,2407.129599
-32.20182,29,2407.469741
-28.537414,27,2407.789076
-58.915315,49,2408.007865
-64.602202,52,2408.365161
-22.119508,21,2408.815874
-11.586551,12,2409.136553
-48.407535,41,2409.326778
-51.105179,44,2409.81355
-61.242028,50,2410.34167
-62.493798,51,2410.81074
-43.944664,38,2411.150899
-34.048735,30,2411.41109
-47.081331,41,2411.647994
-42.031563,36,2412.021942
-13.030739,13,2412.35235
-17.836004,17,2412.503199
-19.802998,19,2412.703197
-50.144034,42,2412.971518
-35.314224,31,2413.441803
-40.593523,35,2413.818188
-38.793327,34,2414.220515
-33.318235,30,2414.652187
-32.831467,30,2414.997269
-32.861036,29,2415.352276
-15.106895,15,2415.666929
-43.478577,38,2415.896485
-50.762126,43,2416.34052
-21.481002,20,2416.793847
-39.480023,35,2417.050451
-43.641162,38,2417.484569
-31.819223,29,2417.897341
-54.316136,45,2418.256988
-68.278893,55,2418.7804
-40.015488,36,2419.363417
-32.719259,30,2419.774696
-30.262594,27,2420.109722
-17.827659,18,2420.402838
-68.289855,55,2420.696176
-33.806697,30,2421.110196
-30.663602,28,2421.358239
-37.929241,33,2421.688016
-29.913356,27,2422.023435
-28.037728,26,2422.213811
-41.01045,35,2422.406529
-35.820545,32,2422.646302
-63.75669,51,2423.030691
-46.410626,40,2423.625953
-69.213819,55,2424.133265
-26.486148,25,2424.72185
-33.86412,30,2425.097548
-41.031506,35,2425.412951
-41.173811,36,2425.656642
-37.57396,33,2425.904655
-38.703077,35,2426.294047
-28.83364,26,2426.681208
-39.436251,35,2426.99469
-43.877903,39,2427.426599
-44.520996,39,2428.039007
-47.420247,40,2428.608388
-33.887873,31,2429.104774
-58.017845,48,2429.510974
-53.15833,45,2430.120564
-78.394584,61,2430.522784
-20.263435,19,2430.911448
-26.067412,24,2431.056996
-34.809237,31,2431.334662
-44.634141,38,2431.710995
-57.921111,47,2432.151062
-55.631358,46,2432.501626
-59.854134,49,2432.917987
-31.646634,29,2433.488592
-9.251408,10,2433.828073
-46.404918,39,2433.999188
-53.287055,45,2434.508559
-50.856357,44,2434.863874
-26.806072,25,2435.23638
-39.605525,35,2435.562401
-48.08951,41,2435.893102
-26.449316,25,2436.249709
-6.275647,7,2436.528052
-71.75592,59,2436.711852
-39.913575,35,2437.415042
-60.089949,49,2437.816957
-37.506031,34,2438.233902
-19.042758,19,2438.635648
-8.379576,9,2438.774789
-30.090849,28,2438.925102
-62.730253,51,2439.314697
-36.444153,32,2439.91569
-80.573951,62,2440.381921
-35.277823,32,2441.103093
-43.634135,38,2441.487035
-6.389529,7,2441.891842
-17.487979,17,2442.037463
-33.283064,30,2442.260188
-39.245837,34,2442.636761
-16.437108,16,2443.01361
-72.839065,58,2443.30467
-30.073644,27,2443.949001
-26.696635,24,2444.280094
-19.41665,19,2444.565062
-18.555219,18,2444.816522
-47.651616,40,2445.081232
-20.833448,20,2445.538901
-55.851142,46,2445.833505
-32.690423,32,2446.373242
-32.520085,30,2446.776577
-56.571391,34,2447.169048
-53.145425,44,2447.606943
-59.934591,49,2448.187283
-22.058258,21,2448.755243
-20.951778,20,2448.998626
-34.679688,31,2449.254321
-56.627294,47,2449.686756
-14.92477,15,2450.215608
-50.304863,42,2450.374842
-58.901637,49,2450.835725
-11.950436,12,2451.384819
-23.232383,22,2451.543465
-16.573545,16,2451.790104
-86.548704,66,2452.077149
-13.136344,13,2452.796275
-15.741684,16,2452.957557
-59.808423,49,2453.205453
-38.539795,34,2453.804693
-40.744475,36,2454.109855
-54.884948,45,2454.580758
-71.265044,57,2455.15719
-29.326868,27,2455.531891
-49.472273,42,2455.88417
-74.932617,59,2456.410299
-46.234268,40,2457.101759
-67.011497,54,2457.625214
-29.89917,27,2458.268146
-11.841719,12,2458.580233
-33.843198,31,2458.78473
-21.79212,21,2459.165374
-9.565657,10,2459.434301
-42.148849,37,2459.617374
-71.638893,58,2460.111313
-49.470396,42,2460.799592
-36.646643,32,2461.313753
-7.18266,8,2461.661364
-46.624931,41,2461.816114
-43.398175,37,2462.310864
-43.55042,38,2462.793432
-49.581977,42,2463.277651
-34.5676,31,2463.636003
-45.113981,38,2463.92599
-29.100876,26,2464.401658
-40.594314,35,2464.723101
-34.363182,31,2465.129502
-53.988622,46,2465.51418
-58.424814,49,2465.969435
-17.692271,17,2466.452918
-47.719308,42,2466.708978
-36.370626,32,2467.194022
-47.655658,40,2467.633455
-40.480569,36,2468.118137
-84.256682,66,2468.613581
-46.036344,40,2469.381277
-39.425023,35,2469.887739
-13.698225,14,2470.271278
-61.083416,50,2470.510032
-42.906224,36,2471.105436
-45.242087,38,2471.577186
-15.181047,15,2471.993552
-43.74272,37,2472.223457
-57.568828,48,2472.511704
-14.815387,15,2473.012939
-16.479047,16,2473.191678
-50.71077,42,2473.340503
-35.434383,32,2473.635897
-27.853305,26,2473.990881
-50.910611,43,2474.335662
-20.626082,20,2474.813125
-46.6586,40,2475.087234
-34.539235,31,2475.575971
-37.660545,33,2475.947483
-5.10645,6,2476.286157
-57.447457,48,2476.427917
-18.059529,17,2476.781164
-46.307776,40,2477.032451
-42.935603,38,2477.504009
-54.820876,45,2477.972717
-23.17063,22,2478.509836
-12.97493,13,2478.787407
-45.504034,39,2478.990041
-13.068685,13,2479.317448
-10.868606,11,2479.420287
-22.538302,21,2479.50846
-41.284313,36,2479.682641
-25.340527,24,2479.935021
-62.610032,52,2480.157235
-64.871175,54,2480.7885
-35.273144,31,2481.380759
-83.179991,65,2481.641145
-20.387677,20,2482.259367
-33.952991,31,2482.513151
-12.172375,12,2482.8371
-67.632004,54,2483.056519
-35.751838,32,2483.726382
-38.768161,34,2484.110054
-17.191432,17,2484.510328
-19.243087,19,2484.725579
-50.479815,43,2485.037402
-37.992638,33,2485.521635
-28.375022,26,2485.763899
-16.283448,16,2486.043284
-33.812721,30,2486.284783
-21.428268,20,2486.630568
-16.56949,16,2486.85923
-28.993259,27,2487.066446
-32.589219,29,2487.439715
-65.230609,52,2487.83033
-59.84211,51,2488.438769
-43.210387,37,2488.999851
-31.526937,28,2489.262727
-59.664361,49,2489.491093
-31.196308,28,2489.820385
-28.291772,26,2490.016086
-52.802257,45,2490.349272
-52.065186,44,2490.876914
-41.816618,36,2491.378676
-40.920771,36,2491.825619
-61.267271,51,2492.325758
-17.900583,17,2492.881497
-63.269659,52,2493.162431
-19.747815,19,2493.765046
-93.73531,90,2494.141083
-33.867153,30,2494.817911
-22.347704,21,2495.022337
-44.138538,38,2495.189512
-37.330246,33,2495.648731
-60.733658,50,2496.074161
-8.265327,9,2496.594834
-42.578245,37,2496.756234
-26.499797,25,2497.230528
-56.496278,48,2497.563293
-49.767025,45,2498.13768
-62.462783,52,2498.703028
-45.86365,39,2499.366196
-43.947773,38,2499.843811
-48.89028,41,2500.308086
-45.971171,39,2500.824093
-35.930447,32,2501.122962
-52.873508,44,2501.421391
-21.760906,21,2501.945934
-40.452692,35,2502.223947
-45.019344,38,2502.643897
-32.586181,30,2503.109828
-37.875951,33,2503.48063
-43.450643,38,2503.891662
-15.245229,15,2504.303286
-59.875984,49,2504.445202
-37.855492,34,2504.92766
-12.845254,13,2505.284934
-41.326884,35,2505.49689
-72.124206,57,2505.98275
-97.80897,90,2506.730001
-26.06839,24,2507.710251
-26.699873,24,2508.051444
-60.177179,49,2508.390966
-44.15447,38,2508.980896
-56.963945,47,2509.451604
-54.337726,45,2510.080095
-12.01995,12,2510.557307
-32.31432,29,2510.753609
-33.922348,31,2511.103489
-28.824085,27,2511.492847
-49.739101,42,2511.830884
-93.726092,90,2512.414903
-41.48819,38,2513.436862
-17.860169,17,2513.878708
-53.239787,44,2514.123302
-62.994472,51,2514.714413
-40.097312,35,2515.324418
-26.181617,24,2515.598874
-63.508003,52,2515.797905
-27.569205,25,2516.141965
-43.854782,39,2516.335338
-15.578226,15,2516.597223
-40.732308,36,2516.72382
-22.616925,21,2517.133024
-47.763318,41,2517.483628
-38.030665,34,2518.109454
-67.709454,55,2518.667745
-29.068913,26,2519.055425
-67.719335,56,2519.270056
-14.24301,14,2519.939029
-44.956865,39,2520.16738
-20.516566,20,2520.622445
-58.85849,49,2520.934032
-53.335372,46,2521.567091
-41.153346,36,2522.141516
-25.006689,23,2522.543025
-26.008017,24,2522.784112
-41.799938,36,2523.103491
-31.42878,29,2523.54236
-42.134835,36,2523.941206
-26.608699,25,2524.389733
-43.829128,31,2524.749532
-20.087484,19,2525.108135
-16.054684,16,2525.33793
-43.375356,38,2525.573127
-6.275967,7,2526.00657
-27.870704,26,2526.137954
-37.604462,33,2526.448736
-15.920352,16,2526.79981
-17.008255,17,2527.030873
-68.954825,55,2527.309009
-40.046018,35,2527.949801
-98.677398,90,2528.489759
-23.590067,22,2529.479266
-39.500411,35,2529.767782
-34.254807,30,2530.183074
-46.659542,39,2530.564948
-64.3194,52,2531.090073
-27.824572,26,2531.673006
-28.903947,26,2532.007519
-14.432373,14,2532.313892
-30.35685,27,2532.532554
-38.511019,34,2532.874903
-12.727672,13,2533.253901
-24.989722,24,2533.433199
-17.730262,17,2533.769164
-23.271053,22,2533.975808
-33.956109,30,2534.24416
-47.35081,41,2534.656437
-23.942287,22,2535.142744
-14.430952,14,2535.341138
-28.878926,27,2535.453888
-11.394568,12,2535.62623
-25.366982,24,2535.773949
-55.396457,46,2536.113602
-24.200717,22,2536.6067
-34.129345,31,2536.886435
-44.799977,25,2537.292907
-45.951947,40,2537.617144
-52.313408,45,2538.103666
-54.98087,46,2538.642413
-77.831982,61,2539.243461
-43.722615,37,2540.017599
-24.30404,23,2540.433834
-12.881668,13,2540.686338
-10.674508,11,2540.86077
-56.175412,47,2541.048494
-51.18804,44,2541.597834
-42.589933,37,2542.125592
-8.355437,9,2542.536713
-30.542452,28,2542.68728
-39.73958,34,2543.059656
-9.586663,10,2543.429648
-26.747745,25,2543.668396
-23.908346,22,2543.902002
-26.781699,25,2544.142382
-51.92791,44,2544.478091
-56.378821,47,2545.046138
-24.643388,23,2545.56165
-32.729728,30,2545.857864
-16.256693,16,2546.199275
-18.916625,18,2546.407241
-19.13623,18,2546.622636
-23.981535,23,2546.841887
-78.282078,62,2547.180924
-65.641771,55,2547.954139
-32.769927,29,2548.599894
-21.702753,20,2548.896664
-61.818478,51,2549.07677
-77.871096,61,2549.713914
-20.834261,21,2550.376583
-53.614348,44,2550.67988
-44.138345,38,2551.214578
-84.20564,66,2551.737847
-30.170041,28,2552.482805
-46.877885,41,2552.837284
-35.451957,32,2553.299959
-25.804564,24,2553.712087
-22.945508,22,2553.98834
-75.953069,59,2554.308606
-22.467117,21,2554.979804
-35.989169,32,2555.276073
-40.366469,35,2555.685329
-49.042695,43,2556.126127
-16.13084,16,2556.575315
-22.621918,21,2556.800277
-51.659596,44,2557.101488
-81.829801,45,2557.617654
-35.392473,31,2558.120433
-29.884664,27,2558.507756
-48.67852,42,2558.879609
-18.472836,18,2559.373452
-28.490937,28,2559.633917
-28.048173,26,2560.01571
-28.895644,27,2560.332079
-77.22149,61,2560.712951
-54.737607,46,2561.435733
-50.384854,43,2562.041109
-20.209038,19,2562.510255
-32.019941,29,2562.747971
-51.299025,43,2563.130409
-48.842133,41,2563.687329
-25.784097,24,2564.163719
-53.03494,45,2564.488279
-47.714232,42,2565.031264
-42.760412,37,2565.552464
-49.90421,43,2566.031364
-58.631724,48,2566.529482
-68.179112,55,2567.13039
-21.154944,20,2567.494867
-57.353248,48,2567.669935
-37.031392,33,2567.998125
-26.40958,25,2568.347615
-74.62207,60,2568.711129
-57.732182,48,2569.345057
-51.561803,43,2569.962367
-27.200974,25,2570.459392
-59.816416,49,2570.85779
-39.677418,34,2571.421513
-44.918389,39,2571.825597
-45.620225,38,2572.30712
-75.351655,59,2572.827203
-23.369213,22,2573.491635
-54.288984,45,2573.825787
-45.361315,40,2574.372863
-32.396413,29,2574.896528
-51.67209,43,2575.262458
-20.838912,20,2575.765025
-48.338827,42,2576.049908
-30.8513,28,2576.553916
-57.268446,48,2576.923512
-55.08108,46,2577.508865
-83.650945,66,2578.18439
-24.568492,23,2578.947922
-37.824023,27,2579.219855
-56.390639,47,2579.566818
-47.919614,41,2580.116434
-54.919211,46,2580.631868
-32.139648,29,2581.167004
-18.938839,18,2581.481307
-26.58745,25,2581.714731
-7.483834,8,2582.000483
-56.171124,48,2582.182276
-43.441571,38,2582.654812
-46.592182,40,2583.107766
-17.23343,17,2583.4251
-99.487864,75,2583.619354
-17.570568,17,2584.096663
-28.17016,26,2584.226628
-29.625703,27,2584.527504
-18.321442,18,2584.869361
-48.202715,41,2585.131161
-64.608974,52,2585.633355
-16.655292,16,2586.227552
0.0,1,2586.341881
-19.523016,19,2586.382136
-70.176733,56,2586.667948
-39.781397,35,2587.326761
-69.621139,56,2587.785025
-18.645153,18,2588.395491
-36.757774,33,2588.6609
-46.826845,40,2589.150159
-81.122342,64,2589.687518
-52.510854,44,2590.126545
-47.01209,40,2590.437243
-28.484029,26,2590.909225
-49.288483,42,2591.249712
-78.13095,62,2591.694539
-48.197464,41,2592.367478
-50.959842,43,2592.676215
-34.707656,31,2592.971738
-56.014809,47,2593.22914
-63.86569,53,2593.65503
-63.406789,52,2594.339423
-43.241741,37,2594.797085
-37.233263,32,2595.142329
-32.7508,29,2595.375631
-16.31111,16,2595.715458
-44.46739,38,2595.943647
-32.73255,29,2596.371509
-31.999935,29,2596.705547
-18.924217,18,2597.112566
-58.430586,50,2597.391656
-33.54264,30,2597.947489
-43.952122,38,2598.315733
-45.434385,40,2598.788754
-59.730387,50,2599.297609
-40.809371,35,2599.910002
-50.354512,42,2600.33878
-48.946589,42,2600.884527
-21.07269,20,2601.365121
-45.367006,38,2601.605771
-42.09297,36,2601.870837
-26.714526,25,2602.27966
-67.6136,54,2602.631653
-76.844872,62,2603.312502
-46.30095,40,2604.033043
-55.615303,46,2604.529298
-26.608254,25,2605.093168
-23.698803,22,2605.394757
-32.815104,29,2605.675082
-60.966278,51,2606.130337
-48.674525,41,2606.769241
-57.495159,48,2607.274505
-32.789144,30,2607.825201
-17.152707,17,2608.20703
-60.573256,49,2608.455254
-53.862879,45,2609.083485
-94.132611,90,2609.753165
-31.690421,29,2610.794127
-42.407022,36,2611.152673
-46.585972,40,2611.593244
-39.252533,35,2612.078913
-50.689433,42,2612.531152
-53.690033,46,2613.075803
-54.503967,45,2613.652858
-37.607612,33,2614.199427
-29.150041,27,2614.592544
-41.303794,36,2614.959596
-19.113663,18,2615.402293
-32.496805,29,2615.570767
-40.701666,35,2615.788385
-42.227317,37,2616.045842
-13.11736,13,2616.276429
-25.460673,23,2616.386841
-13.096268,13,2616.558611
-24.294953,24,2616.670954
-50.88258,43,2616.877687
-26.068268,24,2617.228822
-30.36668,28,2617.55179
-19.004681,19,2617.858509
-38.98101,35,2618.121838
-37.08152,32,2618.519485
-18.694129,18,2618.916168
-29.999954,28,2619.151925
-61.759058,52,2619.523152
-33.78061,31,2620.134807
-27.707259,26,2620.507093
-49.384279,43,2620.848159
-18.404912,18,2621.302798
-53.33603,44,2621.561634
-63.820658,52,2622.157108
-11.489657,12,2622.689826
-40.144923,36,2622.871845
-47.224801,40,2623.339498
-34.382632,30,2623.815428
-44.040835,38,2624.189886
-44.687161,39,2624.651961
-43.172524,37,2625.138216
-29.121269,27,2625.455374
-43.28209,37,2625.65977
-29.315418,26,2625.913078
-23.511292,22,2626.106507
-58.829017,48,2626.310918
-38.973455,34,2626.751935
-32.624141,30,2627.216563
-33.814425,30,2627.567321
-31.94142,29,2627.966368
-19.40555,19,2628.285218
-33.570105,30,2628.429144
-49.098056,43,2628.666273
-54.883661,47,2629.212209
-45.974087,39,2629.770229
-42.529463,38,2630.25735
-24.139341,24,2630.694296
-28.889594,27,2630.996051
-68.486542,55,2631.361176
-67.746477,54,2632.019293
-30.141344,27,2632.624825
-35.267941,32,2632.97678
-68.158378,55,2633.412108
-18.965561,18,2634.040417
-32.614455,29,2634.280643
-30.395543,28,2634.628789
-5.111489,6,2634.946184
-10.904282,11,2635.045693
-12.583901,13,2635.184902
-17.528249,17,2635.291437
-27.862484,26,2635.424326
-40.594169,35,2635.621115
-13.664979,14,2635.848306
-7.33491,8,2635.951004
-7.235365,8,2636.009043
-25.110957,24,2636.087799
-41.682619,37,2636.272944
-18.905298,18,2636.67298
-53.35444,46,2636.928969
-46.526368,40,2637.486777
-52.795269,44,2638.208751
-30.015562,28,2638.729416
-23.080889,22,2639.055346
-52.473626,44,2639.348494
-73.175842,58,2639.916972
-29.052105,27,2640.619489
-60.192955,49,2640.987306
-32.270715,29,2641.556351
-35.89026,32,2641.908286
-37.877846,34,2642.310861
-37.138207,32,2642.704042
-32.976235,30,2643.098146
-40.762587,36,2643.478595
-35.715235,32,2643.931592
-63.540821,52,2644.367332
-19.150092,18,2644.948028
-65.288498,55,2645.245488
-17.468957,17,2645.898141
-22.724058,21,2646.115494
-56.40647,47,2646.415637
-30.197436,28,2646.953024
-80.038021,64,2647.358968
-21.703811,21,2648.045802
-32.476737,30,2648.315254
-13.072884,13,2648.66357
-34.739206,31,2648.894159
-34.943645,31,2649.341019
-35.155328,32,2649.61722
-19.138477,19,2649.830769
-45.39262,38,2649.998298
-26.736888,25,2650.275165
-36.014237,32,2650.456303
-61.438476,51,2650.704556
-65.50628,55,2651.219665
-51.694632,45,2651.777593
-71.827455,58,2652.115591
-37.574929,34,2652.494408
-61.682685,51,2652.764607
-44.075982,39,2653.113263
-25.303824,24,2653.372647
-42.783009,37,2653.559491
-20.619667,20,2653.950728
-12.50541,13,2654.174975
-10.79452,11,2654.329027
-9.525414,10,2654.461646
-32.689217,29,2654.641444
-16.037082,16,2654.971036
-30.871439,28,2655.192319
-36.277706,33,2655.531518
-28.52215,28,2655.920622
-26.307094,24,2656.240526
-59.418577,49,2656.573606
-31.252455,28,2657.148903
-34.736124,31,2657.516459
-10.934815,11,2657.849995
-48.989672,41,2658.049656
-60.788354,52,2658.542585
-20.303258,19,2658.99754
-75.279495,59,2659.315628
-26.523676,24,2659.974739
-64.915684,52,2660.332576
-41.233953,36,2660.722828
-21.129767,20,2660.958854
-29.774037,27,2661.131917
-11.551234,12,2661.442147
-34.942418,31,2661.660755
-77.320012,60,2662.071852
-23.002405,22,2662.718146
-72.849147,58,2663.051582
-56.952419,47,2663.765326
-38.872791,35,2664.303692
-40.489328,36,2664.715813
-45.739251,39,2665.150199
-25.409996,23,2665.644241
-41.432117,35,2665.956572
-28.889738,26,2666.387261
-23.953649,22,2666.686414
-42.710385,37,2666.980695
-19.382833,19,2667.380579
-31.795454,29,2667.62593
-49.053528,41,2667.984652
-21.331143,20,2668.488442
-32.570134,29,2668.743414
-42.6841,36,2669.098843
-61.01151,51,2669.564759
-52.704192,44,2669.950052
-41.405743,36,2670.314265
-23.314922,22,2670.679741
-27.251467,25,2670.938015
-26.254369,24,2671.244056
-48.76875,42,2671.575403
-45.269707,40,2672.077981
-78.911517,62,2672.581226
-42.63333,37,2673.340894
-22.929587,21,2673.762727
-37.971552,33,2674.029302
-34.963637,32,2674.445285
-45.92957,40,2674.871794
-35.478288,31,2675.1456
-24.470443,23,2675.37512
-62.579509,51,2675.57641
-63.96812,52,2676.070894
-31.968556,28,2676.651734
-70.159213,57,2677.046628
-56.011887,48,2677.731846
-27.448345,25,2678.324362
-33.025343,29,2678.654413
-21.493145,20,2678.9986
-26.704516,25,2679.255134
-57.857811,48,2679.604568
-56.309357,47,2680.178399
-12.738244,13,2680.680146
-51.605424,44,2680.885927
-14.288712,14,2681.412436
-24.577261,23,2681.524559
-41.809899,36,2681.718001
-35.526678,31,2681.989173
-53.800866,45,2682.376572
-43.693682,37,2682.910357
-58.079505,49,2683.407735
-33.035318,30,2683.781304
-21.528588,20,2684.117002
-69.379491,55,2684.406556
-49.738116,42,2685.024127
-69.881287,55,2685.577716
-59.097798,50,2685.98589
-20.709683,20,2686.312234
-48.419649,40,2686.477088
-38.122005,33,2686.75427
-48.895438,41,2687.146033
-52.952279,45,2687.625106
-37.418411,33,2688.191641
-62.70017,53,2688.73269
-19.406207,19,2689.311437
-35.36112,31,2689.460404
-33.629811,30,2689.681515
-75.391362,60,2690.072055
-55.290485,46,2690.86014
-30.588913,27,2691.515071
-27.563846,25,2691.863835
-40.875689,36,2692.22549
-44.094406,38,2692.692754
-41.396909,37,2693.169943
-10.931615,11,2693.613568
-9.322298,10,2693.757408
-45.503549,39,2693.958673
-36.632769,32,2694.423092
-13.965176,14,2694.785198
-22.260542,21,2694.959601
-6.321929,7,2695.218014
-41.373533,36,2695.36485
-44.172896,32,2695.792697
-51.724935,43,2696.203908
-59.898993,48,2696.74003
-29.35651,26,2697.289294
-36.296607,32,2697.606168
-56.39039,47,2698.028121
-64.271795,54,2698.670029
-41.094636,36,2699.313237
-68.439953,56,2699.815742
-51.571673,43,2700.479634
-96.424614,90,2700.978808
-9.726777,10,2701.543063
-20.719048,20,2701.632254
-20.083855,19,2701.77826
-36.121641,33,2701.944285
-87.565252,68,2702.21911
-58.873872,48,2702.718059
-36.397208,32,2703.25408
-34.095714,31,2703.692025
-21.87708,21,2704.075596
-39.449022,34,2704.339404
-26.567019,25,2704.747531
-57.667915,49,2705.147413
-12.759302,13,2705.711102
-32.829946,29,2705.896983
-29.108524,26,2706.224791
-73.168438,59,2706.601742
-34.121712,16,2707.254297
-19.929098,19,2707.453775
-46.315014,39,2707.718102
-36.831936,33,2708.200855
-25.08698,25,2708.560619
-63.19933,51,2708.914768
-46.774108,41,2709.57689
-71.679529,57,2710.149156
-60.813191,50,2710.870089
-20.941517,20,2711.447041
-24.932202,23,2711.71304
-10.795742,11,2712.00242
-16.578461,16,2712.163196
-52.204876,44,2712.41006
-44.795413,31,2712.898676
-35.39167,32,2713.315174
-25.010478,23,2713.684639
-41.151021,37,2713.977835
-28.232704,26,2714.436535
-16.383252,16,2714.735311
-67.724353,54,2714.954384
-41.35057,36,2715.630098
-80.108557,62,2716.236422
-37.936646,33,2716.794197
-61.319189,50,2717.145864
-60.228043,49,2717.640971
-72.831156,58,2718.116737
-37.900156,33,2718.548115
-32.306507,29,2718.844791
-28.247109,26,2719.214234
-8.297261,9,2719.522061
-58.291346,47,2719.733244
-25.465827,24,2720.201356
-20.037805,20,2720.544232
-21.024315,20,2720.776022
-30.55463,28,2721.00691
-40.714569,36,2721.230438
-35.409954,31,2721.561529
-19.423085,19,2721.908789
-15.945551,16,2722.179975
-62.764519,52,2722.434858
-33.019685,30,2723.009739
-53.237429,44,2723.396063
-37.771177,33,2723.962221
-63.396406,52,2724.370256
-29.613085,27,2724.956908
-51.907812,44,2725.327659
-59.574313,50,2725.839941
-35.454477,31,2726.172853
-57.136932,47,2726.412436
-33.984645,31,2726.818608
-27.863291,26,2727.09908
-49.883671,42,2727.306741
-27.713448,26,2727.586197
-15.932422,16,2727.756685
-17.14725,17,2727.88664
-54.939716,47,2728.052786
-57.540965,48,2728.511534
-63.911968,53,2728.966096
-51.153128,43,2729.341906
-4.114927,5,2729.736654
-54.926849,46,2729.875216
-16.900585,17,2730.396324
-29.145348,27,2730.675884
-47.860763,40,2731.021432
-28.842745,27,2731.465982
-50.297638,42,2731.800769
-34.134652,32,2732.317866
-28.334006,26,2732.709974
-40.254859,36,2733.04878
-35.90743,32,2733.483613
-55.474797,46,2733.950311
-31.111736,29,2734.386698
-17.60591,17,2734.587925
-29.374691,27,2734.756805
-65.626061,53,2735.172974
-26.814748,25,2735.756957
-15.423833,15,2736.06161
-33.157059,29,2736.2526
-57.317785,50,2736.665832
-31.725408,28,2737.219532
-26.136442,24,2737.550599
-55.948227,47,2737.872296
-60.273533,49,2738.478162
-16.845199,17,2739.013068
-8.278141,9,2739.198068
-47.856298,40,2739.359443
-19.535381,19,2739.840097
-57.080412,47,2740.121345
-45.910784,39,2740.695354
-14.199928,14,2741.098876
-62.029919,51,2741.357426
-25.37721,24,2741.935042
-25.397067,24,2742.225957
-65.948791,54,2742.560185
-65.215421,53,2743.091774
-43.188343,37,2743.499442
-52.420351,45,2743.967867
-8.435598,9,2744.511613
-8.616699,9,2744.660494
-34.333052,31,2744.804964
-77.601705,60,2745.225179
-29.298974,26,2745.834283
-21.85301,21,2746.122615
-28.857744,26,2746.35916
-54.474775,46,2746.706657
-53.72171,46,2747.268296
-21.927087,21,2747.702735
-31.232641,28,2747.8766
-54.893613,47,2748.104114
-11.350882,12,2748.398902
-40.332524,36,2748.5776
-37.793052,34,2748.99692
-30.160036,28,2749.394192
-42.058696,36,2749.752673
-36.578647,32,2750.21909
-21.502449,20,2750.595324
-32.447494,29,2750.871885
-30.115566,28,2751.219651
-50.157189,43,2751.629926
-389.422257,90,2752.231413
-32.304091,29,2753.214775
-3.065254,4,2753.52188
-27.079637,25,2753.648536
-64.478102,52,2753.994658
-47.541943,40,2754.625972
-80.429486,62,2755.171003
-43.380325,38,2755.945137
-34.824875,31,2756.393609
-69.235723,55,2756.820658
-6.181251,7,2757.402589
-57.338609,48,2757.600069
-13.911528,14,2758.165902
-7.304717,8,2758.317355
-38.461368,33,2758.457064
-62.56607,51,2758.942034
-26.908218,25,2759.502843
-54.544562,46,2759.847319
-58.976649,48,2760.417636
-29.87903,27,2760.793254
-44.719143,38,2761.000917
-43.650941,38,2761.273675
-74.260266,58,2761.589135
-55.168326,46,2762.287599
-51.603831,43,2762.796715
-51.915685,43,2763.301851
-53.212932,44,2763.860119
-46.383488,39,2764.422068
-76.715656,60,2764.931237
-55.056971,46,2765.625273
-33.660924,30,2766.18499
-85.662503,66,2766.626999
-34.002491,31,2767.387245
-34.137063,30,2767.760176
-18.466088,18,2768.122007
-37.913774,34,2768.397705
-51.06863,44,2768.854772
-71.852314,58,2769.399495
-18.985807,18,2770.036906
-15.041706,15,2770.270547
-41.189819,36,2770.502856
-25.497133,24,2770.908769
-26.289994,24,2771.187111
-51.045706,44,2771.520673
-67.37881,54,2772.060511
-19.872701,19,2772.429095
-57.401379,49,2772.624513
-42.709075,38,2773.006009
-43.014714,37,2773.329865
-18.826314,18,2773.660243
-62.342365,52,2773.882704
-17.584717,17,2774.41818
-47.436247,41,2774.622679
-11.55745,12,2775.067871
-71.545827,59,2775.296453
-57.923855,47,2776.073904
-27.813262,26,2776.657604
-60.680893,51,2777.057036
-42.193532,37,2777.675301
-9.555124,10,2778.12702
-61.592063,52,2778.329003
-46.21926,39,2778.949744
-9.605679,10,2779.360865
-80.619276,62,2779.596283
-7.304824,8,2780.262614
-55.671505,48,2780.42553
-39.299992,35,2780.881698
-55.496421,46,2781.349237
-46.093055,39,2781.960196
-10.186164,11,2782.381824
-64.430284,52,2782.585485
-9.45197,10,2783.146845
-72.59968,58,2783.347078
-56.770883,46,2783.997897
-28.559923,26,2784.514787
-70.495643,56,2784.900711
-56.995688,47,2785.518022
-15.121245,15,2785.996412
-36.515244,33,2786.202055
-38.938877,34,2786.602842
-46.669104,40,2787.000113
-67.045798,54,2787.481989
-38.206937,34,2788.05936
-33.505307,31,2788.446982
-58.513465,49,2788.826038
-22.417022,21,2789.136126
-54.632292,46,2789.312008
-50.602434,43,2789.978236
-35.961905,32,2790.45123
-14.119959,14,2790.802613
-46.43302,39,2791.02271
-50.849483,43,2791.508713
-35.259212,31,2791.955974
-28.920976,27,2792.314366
-70.264524,56,2792.679631
